This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 202112 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on OP.

The portfolios are constructed at the end of June.  OP, operating profitability, is
operating profits (sales minus cost of goods sold, minus selling, general, and,
administrative expenses, minus interest expense) divided by book equity 
at the last fiscal year end of the prior calendar year.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

Please be aware that some of the value-weight averages of operating profitability for
deciles 1 and 10 are extreme. These are driven by extraordinary values of OP for
individual firms. We have spot checked the accounting data that produce the
extraordinary values and all the numbers we examined accurately reflect the
data in the firm’s accounting statements.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
199404,    2066,    1498,    1161,    1694,     718,     766,     700,     847,    1165,     529,     372,     346,     418,     348,     386,     314,     349,     498
199405,    2047,    1492,    1160,    1677,     715,     762,     699,     846,    1149,     528,     370,     345,     416,     346,     385,     314,     348,     498
199406,    2028,    1485,    1159,    1659,     714,     759,     695,     845,    1132,     527,     369,     345,     414,     345,     381,     314,     348,     497
199407,    2705,    1895,    1372,    2196,    1096,     872,     859,     949,    1531,     665,     509,     587,     431,     441,     436,     423,     414,     535
199408,    2686,    1885,    1369,    2182,    1088,     867,     857,     946,    1520,     662,     504,     584,     429,     438,     434,     423,     413,     533
199409,    2662,    1876,    1362,    2164,    1080,     862,     851,     943,    1504,     660,     498,     582,     427,     435,     432,     419,     413,     530
199410,    2644,    1871,    1357,    2148,    1078,     859,     848,     939,    1492,     656,     496,     582,     425,     434,     430,     418,     411,     528
199411,    2626,    1863,    1349,    2132,    1075,     855,     840,     936,    1479,     653,     494,     581,     423,     432,     427,     413,     410,     526
199412,    2604,    1851,    1340,    2112,    1066,     850,     838,     929,    1463,     649,     492,     574,     421,     429,     427,     411,     409,     520
199501,    2583,    1838,    1330,    2096,    1058,     843,     833,     921,    1447,     649,     487,     571,     418,     425,     424,     409,     405,     516
199502,    2567,    1828,    1321,    2081,    1056,     837,     829,     913,    1432,     649,     486,     570,     416,     421,     421,     408,     401,     512
199503,    2545,    1817,    1310,    2062,    1048,     834,     823,     905,    1417,     645,     483,     565,     416,     418,     418,     405,     399,     506
199504,    2524,    1813,    1305,    2042,    1045,     832,     823,     900,    1403,     639,     482,     563,     415,     417,     418,     405,     399,     501
199505,    2497,    1804,    1298,    2018,    1039,     827,     821,     894,    1383,     635,     479,     560,     412,     415,     417,     404,     398,     496
199506,    2469,    1797,    1293,    1993,    1033,     823,     820,     890,    1362,     631,     476,     557,     410,     413,     417,     403,     397,     493
199507,    3029,    1851,    1287,    2398,    1165,     910,     843,     851,    1697,     701,     631,     534,     467,     443,     407,     436,     419,     432
199508,    3006,    1843,    1282,    2378,    1159,     906,     841,     847,    1681,     697,     628,     531,     465,     441,     406,     435,     418,     429
199509,    2982,    1838,    1276,    2357,    1153,     906,     837,     843,    1663,     694,     625,     528,     465,     441,     404,     433,     416,     427
199510,    2956,    1827,    1268,    2334,    1147,     899,     833,     838,    1644,     690,     622,     525,     462,     437,     403,     430,     414,     424
199511,    2935,    1811,    1263,    2316,    1139,     892,     827,     835,    1629,     687,     619,     520,     459,     433,     399,     428,     413,     422
199512,    2917,    1797,    1255,    2300,    1129,     887,     822,     831,    1618,     682,     617,     512,     456,     431,     398,     424,     410,     421
199601,    2886,    1781,    1242,    2276,    1116,     882,     814,     821,    1602,     674,     610,     506,     452,     430,     393,     421,     405,     416
199602,    2864,    1770,    1232,    2259,    1108,     877,     808,     814,    1591,     668,     605,     503,     450,     427,     390,     418,     403,     411
199603,    2846,    1758,    1227,    2246,    1101,     870,     803,     811,    1582,     664,     600,     501,     447,     423,     387,     416,     402,     409
199604,    2833,    1741,    1219,    2235,    1092,     865,     795,     806,    1575,     660,     598,     494,     444,     421,     382,     413,     401,     405
199605,    2815,    1727,    1213,    2217,    1089,     858,     791,     800,    1562,     655,     598,     491,     441,     417,     378,     413,     399,     401
199606,    2792,    1723,    1208,    2195,    1086,     856,     790,     796,    1547,     648,     597,     489,     439,     417,     378,     412,     397,     399
199607,    3347,    1831,    1246,    2752,    1050,     951,     812,     859,    1943,     809,     595,     455,     485,     466,     425,     387,     389,     470
199608,    3317,    1820,    1241,    2725,    1044,     945,     810,     854,    1923,     802,     592,     452,     483,     462,     423,     387,     387,     467
199609,    3297,    1808,    1237,    2707,    1039,     939,     804,     853,    1913,     794,     590,     449,     480,     459,     420,     384,     386,     467
199610,    3272,    1799,    1231,    2686,    1034,     932,     803,     847,    1899,     787,     586,     448,     477,     455,     419,     384,     384,     463
199611,    3247,    1790,    1228,    2663,    1031,     924,     803,     844,    1883,     780,     584,     447,     474,     450,     419,     384,     384,     460
199612,    3214,    1777,    1221,    2638,    1019,     917,     799,     839,    1865,     773,     576,     443,     470,     447,     417,     382,     381,     458
199701,    3192,    1764,    1210,    2619,    1014,     912,     789,     832,    1847,     772,     573,     441,     468,     444,     411,     378,     377,     455
199702,    3171,    1755,    1203,    2598,    1009,     909,     786,     827,    1830,     768,     573,     436,     466,     443,     410,     376,     376,     451
199703,    3142,    1737,    1199,    2572,    1002,     899,     780,     825,    1808,     764,     570,     432,     460,     439,     406,     374,     376,     449
199704,    3117,    1730,    1194,    2550,     999,     894,     776,     822,    1790,     760,     567,     432,     457,     437,     404,     372,     376,     446
199705,    3097,    1721,    1187,    2531,     998,     888,     771,     817,    1774,     757,     566,     432,     451,     437,     401,     370,     374,     443
199706,    3061,    1704,    1183,    2502,     986,     878,     767,     815,    1754,     748,     559,     427,     449,     429,     399,     368,     373,     442
199707,    3636,    1839,    1231,    2984,    1159,     924,     819,     820,    2215,     769,     652,     507,     491,     433,     408,     411,     388,     432
199708,    3596,    1824,    1222,    2950,    1150,     915,     812,     815,    2188,     762,     646,     504,     487,     428,     405,     407,     384,     431
199709,    3566,    1807,    1219,    2922,    1143,     904,     810,     813,    2166,     756,     644,     499,     483,     421,     404,     406,     384,     429
199710,    3530,    1790,    1212,    2893,    1131,     895,     803,     810,    2142,     751,     637,     494,     475,     420,     401,     402,     383,     427
199711,    3506,    1773,    1204,    2871,    1123,     890,     795,     804,    2124,     747,     635,     488,     472,     418,     395,     400,     381,     423
199712,    3460,    1753,    1188,    2832,    1110,     877,     788,     794,    2094,     738,     628,     482,     463,     414,     394,     394,     377,     417
