This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 202112 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on OP.

The portfolios are constructed at the end of June.  OP, operating profitability, is
operating profits (sales minus cost of goods sold, minus selling, general, and,
administrative expenses, minus interest expense) divided by book equity 
at the last fiscal year end of the prior calendar year.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

Please be aware that some of the value-weight averages of operating profitability for
deciles 1 and 10 are extreme. These are driven by extraordinary values of OP for
individual firms. We have spot checked the accounting data that produce the
extraordinary values and all the numbers we examined accurately reflect the
data in the firm’s accounting statements.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
202008,    1606,     976,     563,    1283,     607,     493,     391,     371,     941,     342,     323,     284,     259,     234,     199,     192,     193,     178
202009,    1599,     975,     562,    1278,     605,     493,     390,     370,     937,     341,     321,     284,     259,     234,     198,     192,     193,     177
202010,    1587,     973,     559,    1267,     604,     491,     388,     369,     928,     339,     320,     284,     258,     233,     198,     190,     193,     176
202011,    1583,     972,     559,    1263,     604,     490,     388,     369,     925,     338,     320,     284,     257,     233,     198,     190,     193,     176
202012,    1576,     970,     557,    1257,     603,     489,     386,     368,     920,     337,     319,     284,     257,     232,     197,     189,     192,     176
202101,    1572,     964,     555,    1253,     603,     485,     382,     368,     917,     336,     319,     284,     255,     230,     195,     187,     192,     176
202102,    1567,     962,     553,    1250,     601,     483,     382,     366,     915,     335,     317,     284,     254,     229,     195,     187,     192,     174
202103,    1563,     960,     553,    1246,     600,     482,     382,     366,     912,     334,     317,     283,     254,     228,     195,     187,     192,     174
202104,    1554,     956,     550,    1239,     597,     480,     379,     365,     908,     331,     315,     282,     253,     227,     194,     185,     192,     173
202105,    1552,     950,     548,    1238,     596,     475,     378,     363,     908,     330,     314,     282,     250,     225,     193,     185,     190,     173
202106,    1547,     946,     547,    1234,     594,     473,     377,     362,     907,     327,     313,     281,     250,     223,     192,     185,     190,     172
202107,    1567,    1091,     579,    1284,     589,     557,     411,     396,     922,     362,     283,     306,     313,     244,     228,     183,     206,     190
202108,    1561,    1089,     577,    1279,     587,     556,     410,     395,     918,     361,     282,     305,     313,     243,     228,     182,     205,     190
202109,    1555,    1085,     576,    1273,     586,     553,     410,     394,     916,     357,     282,     304,     311,     242,     228,     182,     205,     189
202110,    1548,    1079,     574,    1269,     581,     549,     408,     394,     912,     357,     279,     302,     310,     239,     228,     180,     205,     189
202111,    1540,    1072,     571,    1263,     577,     544,     407,     392,     908,     355,     277,     300,     306,     238,     228,     179,     205,     187
202112,    1533,    1068,     568,    1257,     574,     543,     405,     390,     904,     353,     276,     298,     305,     238,     227,     178,     205,     185


  Average Firm Size
,Lo 30, Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
196307,    114.27,    401.65,    369.04,     74.04,    336.66,    441.53,    356.24,    344.24,     45.17,    117.22,    230.57,    440.69,    498.34,    378.73,    274.04,    436.72,    303.01,    370.96
196308,    113.09,    402.83,    368.73,     73.49,    339.63,    440.45,    352.16,    345.91,     44.47,    116.89,    227.58,    449.50,    493.87,    381.40,    271.63,    431.01,    301.82,    374.48
196309,    118.67,    420.39,    388.65,     76.67,    352.46,    461.91,    370.22,    365.08,     46.78,    121.38,    240.07,    462.67,    518.69,    399.15,    285.71,    452.97,    318.47,    395.28
196310,    116.56,    416.41,    382.54,     74.90,    344.76,    463.89,    362.87,    359.35,     45.27,    119.22,    237.01,    450.41,    529.71,    391.14,    278.12,    445.85,    310.11,    391.24
196311,    117.31,    421.92,    404.65,     75.44,    344.87,    474.37,    371.88,    383.81,     45.57,    120.11,    238.36,    449.30,    547.49,    393.56,    280.32,    461.53,    318.91,    425.85
196312,    115.01,    420.71,    395.97,     74.26,    339.04,    476.59,    371.78,    370.90,     45.49,    117.30,    232.83,    443.18,    555.42,    389.47,    277.20,    464.38,    318.61,    404.77
196401,    117.28,    430.18,    403.36,     74.61,    352.40,    482.55,    380.45,    377.12,     46.19,    117.12,    240.65,    461.97,    555.69,    401.71,    283.91,    474.98,    326.29,    410.04
196402,    119.79,    442.13,    413.76,     76.38,    366.57,    493.39,    385.88,    387.97,     47.03,    120.28,    245.28,    485.51,    573.83,    404.48,    285.53,    484.14,    333.12,    423.50
196403,    121.81,    445.82,    420.81,     77.64,    370.61,    497.16,    390.73,    395.29,     48.59,    121.09,    249.50,    489.36,    575.76,    410.30,    288.88,    490.46,    339.20,    431.63
196404,    125.86,    450.41,    427.75,     79.73,    380.83,    498.00,    395.98,    403.07,     49.76,    124.55,    259.24,    500.06,    575.62,    412.20,    294.76,    495.09,    345.75,    440.21
196405,    127.92,    454.62,    425.64,     81.89,    388.30,    498.74,    390.86,    404.59,     49.75,    129.96,    261.02,    513.10,    580.28,    408.61,    296.67,    483.09,    343.56,    444.13
196406,    129.67,    457.57,    431.84,     82.11,    394.55,    500.03,    391.84,    413.35,     50.72,    129.05,    267.18,    519.44,    582.09,    409.33,    299.45,    482.30,    347.68,    455.89
196407,    120.76,    439.88,    457.49,     82.58,    393.77,    462.03,    333.04,    492.20,     41.28,    150.01,    236.03,    551.52,    566.92,    332.33,    287.57,    375.67,    475.64,    504.02
196408,    122.85,    446.62,    468.47,     84.00,    401.86,    464.74,    343.00,    503.47,     41.50,    153.37,    240.17,    563.54,    562.88,    343.38,    297.16,    385.98,    487.92,    514.57
196409,    120.90,    439.43,    461.14,     82.45,    393.01,    459.70,    338.63,    494.90,     40.34,    151.19,    237.00,    549.02,    554.73,    342.19,    292.83,    381.58,    478.51,    506.60
196410,    125.93,    448.54,    475.86,     85.65,    407.18,    465.19,    349.86,    509.77,     42.28,    156.44,    247.59,    566.77,    557.70,    350.79,    300.69,    395.95,    497.33,    518.65
196411,    128.01,    453.62,    476.15,     87.92,    415.24,    465.02,    355.56,    507.96,     42.59,    161.93,    249.06,    581.43,    557.90,    350.17,    306.89,    401.18,    497.69,    515.29
196412,    127.95,    452.71,    475.11,     87.42,    417.11,    460.25,    358.26,    505.61,     40.88,    163.38,    250.33,    583.90,    549.05,    350.44,    310.32,    403.21,    506.92,    504.68
196501,    126.82,    454.23,    478.70,     86.52,    411.78,    467.53,    358.77,    510.39,     40.39,    161.82,    248.53,    575.04,    561.19,    351.72,    310.52,    404.01,    512.36,    508.98
196502,    132.34,    462.21,    504.17,     90.88,    415.37,    476.55,    375.88,    538.75,     43.43,    168.33,    257.56,    573.18,    566.89,    364.84,    326.00,    422.65,    536.93,    540.06
196503,    133.22,    460.63,    507.36,     92.66,    405.35,    480.51,    379.68,    541.61,     43.89,    172.28,    255.70,    555.01,    570.43,    369.31,    329.58,    426.64,    536.10,    545.54
196504,    132.03,    454.00,    500.52,     91.20,    397.46,    474.97,    377.22,    533.76,     43.38,    169.27,    255.32,    539.60,    562.29,    366.99,    329.30,    422.15,    522.75,    541.63
196505,    136.16,    466.38,    521.58,     94.76,    404.35,    491.44,    388.66,    557.78,     45.14,    175.77,    261.15,    547.55,    587.48,    372.69,    337.89,    436.24,    539.19,    571.07
196506,    136.25,    464.63,    515.12,     93.72,    403.86,    491.93,    383.14,    551.73,     43.04,    176.44,    264.71,    543.01,    590.65,    369.85,    334.40,    428.84,    540.75,    559.57
196507,    148.98,    435.27,    410.42,     90.45,    439.73,    413.69,    306.75,    451.63,     46.06,    156.03,    293.95,    600.34,    442.63,    387.93,    312.05,    301.02,    344.61,    536.32
196508,    154.12,    438.75,    417.04,     94.75,    442.46,    420.15,    308.69,    460.69,     48.07,    163.69,    301.20,    598.08,    445.82,    397.31,    315.61,    301.20,    350.64,    547.78
196509,    156.36,    445.57,    433.16,     95.94,    449.81,    425.31,    315.19,    480.48,     49.81,    164.07,    306.01,    608.23,    446.29,    406.64,    322.24,    307.56,    372.87,    565.64
196510,    162.98,    456.01,    449.71,    100.01,    458.07,    440.34,    324.02,    499.83,     51.73,    170.95,    318.47,    611.87,    460.93,    422.02,    330.82,    316.66,    386.71,    589.36
196511,    167.16,    461.41,    470.19,    103.35,    461.09,    447.67,    332.26,    524.70,     53.80,    176.15,    324.71,    611.34,    471.68,    426.30,    338.50,    325.50,    411.33,    614.42
196512,    168.33,    455.08,    469.99,    105.24,    452.21,    443.85,    334.57,    522.83,     55.28,    178.64,    324.13,    593.32,    469.16,    421.34,    339.05,    329.72,    416.89,    606.68
196601,    171.77,    459.92,    472.58,    108.26,    455.38,    450.56,    337.47,    525.91,     59.48,    179.94,    328.58,    595.08,    479.44,    424.86,    343.45,    331.01,    424.63,    606.07
196602,    178.11,    456.06,    478.32,    113.03,    455.76,    448.26,    338.23,    533.12,     63.77,    185.39,    338.81,    584.61,    481.97,    418.26,    343.20,    332.85,    433.79,    611.73
196603,    175.14,    445.79,    474.86,    112.20,    449.97,    433.05,    332.36,    529.64,     66.51,    179.35,    330.56,    581.52,    469.12,    400.96,    335.06,    329.45,    432.65,    606.40
196604,    169.39,    433.39,    469.45,    108.16,    434.02,    423.86,    326.15,    523.64,     63.57,    173.68,    320.56,    559.02,    456.43,    394.87,    326.67,    325.58,    432.04,    596.14
196605,    173.19,    442.83,    480.42,    110.40,    441.46,    436.86,    334.08,    534.57,     64.93,    177.21,    328.22,    566.21,    468.65,    408.57,    331.69,    336.67,    450.06,    601.46
196606,    160.49,    420.70,    454.36,    101.42,    417.28,    411.99,    316.91,    507.07,     57.95,    165.28,    306.34,    539.51,    439.28,    387.71,    319.21,    314.41,    425.52,    571.62
196607,    218.83,    314.30,    459.76,     90.39,    523.11,    298.24,    263.09,    521.18,     52.55,    150.24,    573.03,    462.67,    290.48,    306.40,    219.56,    309.45,    361.26,    652.99
196608,    216.20,    310.26,    453.29,     88.97,    516.24,    295.85,    260.66,    512.49,     51.19,    148.72,    567.05,    454.70,    288.46,    303.63,    215.83,    308.40,    352.97,    643.97
196609,    199.80,    287.51,    414.34,     80.71,    481.26,    272.42,    240.68,    467.85,     45.28,    136.75,    528.21,    424.39,    261.74,    283.66,    200.57,    283.41,    321.32,    588.62
196610,    201.95,    285.86,    407.11,     79.78,    482.80,    276.10,    235.42,    459.66,     44.53,    135.28,    537.90,    416.09,    265.25,    287.52,    194.95,    278.52,    315.91,    578.15
196611,    216.84,    301.48,    414.84,     81.94,    521.51,    293.46,    241.21,    467.65,     44.51,    140.88,    587.79,    441.25,    284.30,    303.11,    199.50,    285.62,    324.55,    585.59
196612,    214.48,    297.48,    431.52,     83.67,    508.63,    289.69,    245.15,    488.79,     47.67,    140.36,    574.20,    429.23,    280.83,    299.02,    201.75,    291.36,    339.99,    611.44
196701,    215.98,    298.64,    430.82,     84.57,    508.56,    292.86,    248.64,    485.68,     47.97,    142.18,    577.37,    425.23,    287.11,    298.92,    203.64,    296.56,    336.41,    608.72
196702,    232.62,    319.95,    468.70,     94.12,    542.05,    313.19,    267.80,    529.65,     55.25,    155.32,    613.50,    455.53,    306.23,    320.51,    219.23,    319.54,    364.74,    665.58
196703,    231.57,    317.23,    478.41,     94.42,    535.63,    312.05,    270.35,    540.85,     55.95,    154.97,    608.76,    447.06,    306.19,    318.22,    218.46,    325.62,    368.42,    682.97
196704,    240.16,    329.18,    501.54,     98.75,    554.19,    323.50,    281.03,    568.36,     58.60,    161.98,    629.04,    463.55,    319.33,    327.89,    227.51,    338.03,    386.22,    718.49
196705,    244.69,    339.75,    533.50,    101.23,    567.23,    331.71,    291.66,    608.22,     60.99,    165.04,    638.13,    481.37,    328.66,    334.91,    236.27,    350.65,    409.31,    772.16
196706,    234.21,    326.23,    503.95,     98.72,    540.48,    320.92,    276.43,    574.35,     60.18,    159.57,    607.58,    459.84,    318.44,    323.52,    224.56,    331.66,    386.03,    729.56
196707,    231.06,    355.85,    434.54,    121.26,    482.96,    349.13,    297.55,    476.40,     66.19,    193.28,    509.42,    452.90,    361.53,    336.34,    275.76,    319.86,    442.23,    504.16
196708,    238.39,    374.40,    457.27,    130.96,    496.22,    367.66,    316.34,    497.21,     72.00,    207.70,    509.99,    480.58,    378.22,    356.77,    285.58,    347.82,    471.13,    518.41
196709,    234.80,    370.99,    451.87,    129.83,    490.28,    362.33,    314.11,    491.29,     71.07,    206.30,    500.18,    478.94,    373.81,    350.50,    285.05,    343.85,    468.15,    510.09
196710,    243.51,    378.17,    471.62,    135.72,    504.05,    368.52,    320.91,    515.16,     73.66,    216.47,    516.04,    490.33,    376.73,    360.04,    290.22,    352.32,    492.85,    533.28
196711,    235.03,    362.75,    467.43,    130.74,    489.14,    352.49,    306.75,    513.39,     72.37,    206.71,    498.66,    478.23,    363.62,    341.00,    272.82,    341.47,    473.84,    545.53
196712,    233.17,    365.16,    469.03,    129.94,    487.32,    356.45,    304.96,    517.20,     71.26,    206.29,    494.17,    479.48,    370.14,    342.34,    273.26,    337.41,    465.22,    559.66
196801,    241.24,    377.56,    480.76,    136.31,    500.81,    369.15,    313.15,    531.00,     77.11,    213.83,    507.68,    492.99,    379.49,    358.49,    283.29,    343.49,    477.26,    574.90
196802,    240.02,    365.27,    449.48,    135.96,    491.87,    356.03,    300.02,    495.04,     76.58,    213.75,    504.21,    477.83,    369.09,    342.55,    275.43,    325.01,    451.61,    530.50
196803,    230.29,    353.26,    433.51,    130.20,    476.22,    344.59,    288.23,    476.64,     72.10,    206.30,    484.41,    466.91,    355.79,    333.03,    261.22,    315.67,    434.70,    510.89
196804,    229.88,    349.85,    443.00,    130.60,    472.86,    342.66,    285.40,    489.53,     72.06,    206.88,    481.24,    463.32,    356.18,    328.72,    255.05,    316.24,    437.70,    532.09
196805,    245.79,    376.26,    492.43,    144.77,    495.75,    372.26,    311.92,    545.17,     82.19,    226.33,    501.55,    489.16,    387.18,    356.87,    275.66,    348.75,    487.50,    592.51
196806,    249.89,    379.05,    505.58,    149.63,    494.67,    378.44,    314.61,    562.57,     87.84,    230.15,    503.74,    484.36,    391.54,    364.94,    279.01,    350.77,    494.02,    618.49
196807,    209.00,    411.06,    471.48,    148.10,    397.38,    458.51,    346.98,    516.80,    103.84,    211.74,    383.63,    411.03,    497.09,    423.31,    320.33,    369.24,    424.27,    590.46
196808,    207.78,    408.59,    450.68,    144.48,    398.98,    458.60,    336.37,    492.51,    100.35,    207.64,    388.83,    409.05,    509.13,    412.50,    312.50,    356.31,    404.98,    562.20
196809,    212.34,    412.66,    454.95,    147.93,    406.11,    461.95,    338.39,    497.93,    102.59,    212.82,    396.56,    415.59,    510.33,    417.81,    314.74,    357.99,    409.15,    568.61
196810,    226.25,    428.06,    470.18,    157.93,    426.49,    478.76,    353.45,    512.26,    111.42,    224.49,    421.67,    431.29,    524.71,    436.83,    327.15,    375.26,    427.55,    579.69
196811,    230.04,    434.96,    466.87,    160.62,    435.76,    483.73,    356.88,    506.86,    113.14,    228.57,    428.60,    442.88,    532.91,    438.86,    333.03,    376.66,    437.83,    561.82
196812,    242.13,    457.13,    492.86,    169.08,    457.85,    507.42,    378.84,    533.59,    119.19,    240.49,    451.09,    464.57,    560.66,    458.85,    351.96,    400.96,    447.74,    601.94
196901,    236.00,    440.19,    470.65,    166.40,    440.04,    489.08,    363.21,    509.78,    117.08,    236.69,    434.56,    445.49,    540.96,    441.75,    339.93,    382.37,    432.39,    571.39
196902,    235.14,    440.31,    460.88,    166.43,    437.73,    491.71,    359.06,    497.61,    116.16,    237.75,    430.65,    444.76,    543.03,    444.88,    336.06,    378.00,    424.34,    555.95
196903,    218.48,    416.09,    439.55,    153.09,    411.58,    465.84,    339.36,    475.81,    106.49,    219.21,    404.56,    418.55,    513.36,    422.49,    317.02,    357.75,    404.57,    532.53
196904,    228.91,    426.45,    453.93,    158.70,    425.93,    481.94,    345.28,    493.55,    109.25,    228.54,    428.19,    423.69,    528.00,    439.90,    321.59,    364.79,    422.51,    549.77
196905,    230.71,    434.98,    465.92,    161.80,    434.95,    488.39,    350.80,    506.78,    112.04,    232.08,    426.29,    443.55,    528.58,    451.71,    322.63,    373.99,    427.62,    569.42
196906,    231.25,    436.07,    462.53,    162.38,    435.96,    487.03,    348.85,    505.24,    111.09,    234.50,    426.24,    445.61,    531.08,    446.83,    327.49,    366.43,    429.07,    565.52
196907,    187.38,    382.60,    451.61,    149.72,    398.80,    322.76,    350.88,    502.84,     84.46,    237.66,    289.79,    507.80,    359.84,    284.03,    373.71,    329.48,    473.05,    528.67
196908,    171.68,    358.37,    426.70,    135.90,    371.61,    303.31,    328.22,    476.13,     76.46,    215.68,    268.74,    474.47,    335.35,    270.04,    348.84,    308.89,    446.04,    502.22
196909,    179.86,    372.14,    448.95,    140.63,    387.44,    316.74,    342.52,    501.65,     80.34,    221.54,    286.33,    488.56,    348.56,    283.70,    362.99,    323.34,    465.46,    533.02
196910,    170.39,    360.55,    445.41,    135.01,    370.71,    304.50,    337.22,    497.76,     78.32,    211.10,    266.38,    475.04,    333.35,    274.55,    354.93,    320.63,    459.10,    531.28
196911,    179.58,    377.90,    472.15,    142.86,    387.08,    317.23,    358.02,    528.43,     84.13,    221.69,    279.21,    494.95,    341.48,    292.06,    379.38,    338.00,    486.97,    564.37
196912,    170.27,    363.71,    458.17,    135.52,    373.27,    302.79,    344.17,    513.93,     79.26,    211.04,    264.56,    481.99,    324.66,    280.09,    364.34,    325.27,    469.51,    552.44
197001,    165.75,    354.24,    454.05,    132.20,    359.67,    297.18,    336.57,    511.49,     75.37,    208.88,    256.58,    462.76,    319.73,    273.76,    357.34,    317.11,    466.96,    550.10
197002,    152.55,    328.85,    417.98,    122.80,    333.86,    272.36,    311.36,    471.52,     71.20,    192.40,    233.11,    434.62,    292.75,    251.20,    333.77,    290.36,    434.40,    503.69
197003,    163.56,    348.99,    434.24,    130.99,    360.11,    286.07,    326.79,    489.62,     75.90,    205.31,    251.74,    468.48,    304.14,    267.31,    352.60,    302.60,    453.93,    520.70
197004,    162.18,    352.17,    428.79,    129.46,    362.95,    288.18,    323.94,    484.50,     75.47,    201.73,    250.35,    476.25,    306.59,    268.95,    353.41,    296.33,    452.51,    512.37
197005,    145.28,    318.13,    384.34,    115.62,    329.50,    260.94,    289.97,    433.50,     64.85,    183.31,    225.53,    433.48,    278.16,    242.83,    313.97,    267.47,    415.24,    449.40
197006,    137.44,    299.71,    353.98,    107.58,    312.55,    248.53,    265.71,    401.50,     58.80,    172.36,    218.53,    406.00,    268.83,    227.18,    292.66,    240.30,    384.69,    416.15
197007,    127.25,    257.61,    331.98,     98.47,    197.72,    306.64,    235.53,    375.56,     52.47,    168.18,    211.50,    185.29,    416.57,    202.47,    238.96,    232.19,    269.66,    474.84
197008,    137.30,    281.96,    349.11,    106.11,    213.49,    337.88,    255.56,    391.80,     56.38,    181.22,    228.43,    199.95,    463.44,    219.62,    259.91,    251.35,    283.26,    493.55
197009,    143.46,    293.06,    366.42,    110.58,    221.94,    349.96,    268.31,    411.86,     58.29,    189.57,    239.50,    206.03,    478.50,    228.89,    274.43,    262.39,    296.92,    519.61
197010,    151.03,    300.75,    387.50,    118.68,    228.61,    357.76,    278.18,    437.29,     66.18,    197.71,    245.92,    213.00,    491.73,    232.35,    283.04,    273.49,    310.59,    556.07
197011,    146.18,    294.89,    382.89,    114.17,    221.39,    352.49,    272.91,    433.63,     60.72,    195.05,    240.46,    204.30,    484.19,    229.21,    279.04,    266.99,    306.03,    552.64
197012,    152.45,    309.73,    400.81,    118.49,    230.98,    371.10,    285.96,    454.35,     62.76,    201.94,    251.81,    212.32,    511.01,    240.14,    293.69,    278.53,    320.90,    578.83
197101,    162.11,    329.18,    424.71,    126.59,    245.42,    393.33,    305.54,    479.52,     67.84,    214.56,    266.69,    226.48,    539.64,    256.38,    313.27,    298.07,    344.83,    605.15
197102,    171.49,    345.75,    443.29,    135.26,    256.55,    413.16,    318.99,    501.40,     75.04,    224.50,    277.49,    237.92,    563.15,    272.75,    328.93,    309.38,    362.08,    631.97
197103,    174.38,    347.41,    451.27,    137.70,    260.71,    409.85,    326.61,    509.96,     77.69,    226.31,    281.48,    242.22,    555.91,    273.14,    337.61,    316.00,    366.93,    644.01
197104,    181.08,    359.75,    474.36,    142.95,    270.08,    422.90,    340.90,    537.51,     82.12,    232.46,    292.18,    250.41,    575.14,    281.27,    353.41,    328.82,    386.63,    678.91
197105,    190.40,    369.95,    492.59,    152.20,    276.33,    433.50,    351.33,    561.43,     87.35,    247.08,    300.76,    254.59,    586.89,    290.81,    369.36,    333.82,    408.95,    702.86
197106,    180.67,    356.56,    474.17,    145.18,    262.42,    415.12,    340.99,    540.99,     84.21,    233.44,    283.18,    243.95,    559.49,    280.83,    362.16,    320.44,    400.85,    670.30
197107,    145.70,    388.93,    448.88,    111.43,    253.40,    499.18,    350.15,    470.34,     62.88,    179.17,    248.29,    258.06,    607.06,    380.32,    314.75,    391.67,    411.57,    522.93
197108,    138.61,    373.95,    429.45,    105.64,    242.95,    479.53,    338.36,    448.09,     57.96,    172.47,    237.14,    248.26,    584.11,    364.30,    302.89,    379.74,    394.20,    496.29
197109,    145.14,    384.75,    448.36,    112.01,    250.33,    489.17,    352.66,    469.39,     62.54,    181.13,    243.93,    256.20,    602.57,    364.23,    318.69,    392.30,    418.24,    515.15
197110,    142.48,    381.17,    449.38,    109.65,    246.77,    485.65,    350.02,    471.34,     59.92,    179.14,    240.40,    252.59,    599.23,    360.49,    315.05,    390.81,    422.26,    515.25
197111,    134.98,    364.82,    434.62,    103.04,    237.01,    464.33,    334.78,    457.25,     55.63,    169.59,    230.07,    243.36,    573.76,    343.77,    300.83,    374.40,    405.17,    504.05
197112,    131.60,    361.95,    438.46,     99.60,    235.59,    459.79,    333.96,    462.19,     53.64,    164.11,    227.41,    243.03,    569.45,    338.97,    298.19,    375.47,    413.24,    505.97
197201,    145.98,    391.59,    480.43,    110.64,    256.99,    498.41,    361.41,    508.44,     59.98,    181.86,    251.98,    261.51,    613.98,    371.77,    322.79,    406.24,    456.14,    555.43
197202,    151.91,    394.69,    498.26,    116.92,    260.91,    502.58,    365.30,    530.26,     64.91,    189.79,    256.66,    264.76,    617.08,    377.10,    323.75,    413.52,    468.71,    585.54
197203,    154.77,    401.09,    520.48,    119.82,    264.52,    511.48,    376.70,    553.13,     66.85,    193.52,    259.02,    269.50,    624.35,    387.80,    327.15,    434.20,    494.08,    606.41
197204,    154.47,    402.35,    529.11,    119.89,    261.31,    511.08,    385.32,    562.43,     67.22,    192.44,    256.98,    265.22,    635.93,    374.26,    337.07,    441.30,    504.88,    614.09
197205,    156.89,    401.75,    533.20,    121.82,    263.43,    506.96,    389.11,    566.99,     69.15,    194.13,    260.66,    265.94,    628.84,    373.40,    341.69,    444.13,    510.94,    617.31
197206,    155.56,    402.52,    549.56,    119.76,    263.82,    510.73,    392.53,    584.86,     67.82,    191.05,    261.48,    265.94,    625.01,    384.76,    338.23,    455.93,    529.90,    634.20
197207,    146.12,    311.83,    609.85,    101.11,    252.11,    368.22,    398.38,    654.95,     49.77,    182.77,    281.38,    224.23,    482.49,    245.64,    290.01,    506.76,    580.60,    719.38
197208,    141.54,    308.45,    615.03,     96.64,    248.37,    363.43,    397.76,    662.30,     47.47,    174.37,    275.98,    221.92,    477.58,    240.98,    287.72,    507.24,    591.01,    723.78
197209,    148.40,    320.90,    627.79,    101.70,    259.17,    375.12,    417.51,    670.50,     49.84,    183.83,    287.73,    231.82,    490.04,    251.86,    304.08,    530.36,    592.81,    737.51
197210,    144.84,    319.28,    624.72,     97.94,    256.06,    374.51,    414.25,    667.74,     47.69,    177.54,    284.74,    228.60,    494.43,    246.54,    302.38,    526.12,    592.66,    732.49
197211,    145.51,    324.24,    627.99,     98.18,    259.38,    382.66,    418.84,    668.10,     46.95,    179.05,    287.23,    232.71,    505.45,    251.64,    301.65,    536.04,    605.44,    722.15
197212,    155.39,    343.37,    646.87,    105.54,    276.01,    403.65,    440.41,    684.77,     49.24,    194.43,    304.65,    248.59,    532.52,    266.14,    320.24,    559.97,    620.34,    740.34
197301,    152.59,    345.33,    662.47,    102.61,    273.94,    408.13,    445.04,    703.39,     47.87,    188.78,    301.98,    246.96,    538.18,    269.37,    320.35,    569.09,    639.50,    758.97
197302,    146.96,    334.58,    650.68,     97.53,    267.18,    392.65,    438.06,    690.63,     45.74,    178.81,    294.41,    240.97,    518.71,    257.38,    314.06,    559.51,    613.85,    757.40
197303,    138.51,    316.46,    628.02,     92.83,    249.50,    375.46,    417.67,    666.33,     43.74,    169.64,    274.54,    225.40,    498.65,    243.95,    291.94,    540.81,    588.65,    734.17
197304,    138.48,    314.17,    624.21,     93.44,    248.41,    369.06,    417.42,    662.65,     43.43,    171.44,    272.36,    225.36,    490.96,    239.63,    295.66,    536.68,    588.61,    727.32
197305,    132.41,    304.22,    592.58,     88.53,    239.73,    360.07,    398.98,    627.43,     41.19,    161.24,    263.04,    217.54,    482.65,    229.92,    281.79,    513.76,    552.13,    694.04
197306,    125.35,    296.76,    583.56,     83.31,    228.68,    353.19,    393.81,    616.03,     38.31,    152.54,    250.03,    208.35,    476.39,    222.38,    274.89,    510.28,    544.77,    679.34
197307,     94.22,    213.25,    356.94,     77.42,    191.39,    220.17,    248.15,    372.32,     45.90,    127.26,    146.58,    241.09,    314.69,    127.89,    180.23,    317.75,    405.19,    345.87
197308,    102.08,    223.88,    376.02,     84.40,    201.44,    229.62,    266.69,    389.56,     50.42,    137.73,    156.92,    251.01,    326.65,    134.57,    193.58,    341.61,    424.55,    361.27
197309,     99.72,    216.04,    361.77,     83.57,    193.84,    221.27,    256.81,    374.80,     49.76,    136.23,    149.58,    243.32,    314.01,    130.43,    186.50,    328.65,    409.25,    346.96
197310,    107.77,    233.29,    372.20,     90.83,    208.56,    239.43,    273.04,    382.04,     53.35,    149.38,    160.17,    262.46,    338.61,    142.29,    200.76,    347.11,    431.76,    341.84
197311,    108.41,    231.67,    372.09,     92.13,    209.17,    235.65,    272.69,    381.75,     54.39,    150.85,    158.75,    264.91,    331.04,    142.21,    199.81,    347.39,    431.25,    341.72
197312,     95.66,    201.01,    325.29,     82.09,    179.64,    210.08,    234.67,    333.40,     47.66,    135.36,    137.61,    225.95,    298.84,    123.44,    166.29,    304.54,    376.44,    298.61
197401,     99.28,    207.36,    324.41,     86.10,    186.95,    217.22,    236.89,    330.47,     50.00,    141.18,    139.68,    239.02,    309.68,    126.67,    166.12,    308.98,    383.56,    287.48
197402,    102.01,    209.16,    321.18,     88.04,    188.14,    220.17,    235.95,    328.02,     52.50,    142.33,    144.75,    235.94,    312.30,    129.63,    169.59,    303.76,    374.87,    290.21
197403,    103.37,    211.50,    315.83,     88.97,    188.85,    224.17,    234.89,    322.52,     53.08,    143.62,    147.55,    234.01,    317.93,    132.01,    171.97,    298.79,    369.51,    284.58
197404,     98.11,    206.11,    312.57,     85.13,    181.29,    217.54,    232.15,    318.89,     51.07,    137.05,    137.85,    228.79,    307.99,    128.34,    168.76,    296.53,    364.04,    282.28
197405,     91.26,    196.19,    302.74,     79.28,    170.73,    206.24,    224.89,    308.46,     48.14,    126.53,    127.81,    217.49,    292.08,    120.99,    162.28,    288.29,    353.79,    271.64
197406,     82.31,    187.40,    297.21,     72.00,    156.30,    198.51,    218.15,    303.67,     43.49,    115.69,    113.59,    203.01,    283.48,    113.83,    155.92,    280.97,    348.27,    267.04
197407,     75.69,    188.88,    276.02,     60.84,    150.18,    192.14,    212.87,    295.00,     40.51,     88.95,    123.35,    176.60,    233.11,    150.91,    192.96,    230.85,    231.77,    342.03
